Duration|Net Sales|Commision (in value)|Age|Agency|Agency Type|Distribution Channel|Product Name|Claim|Destination
23|10.0|0.0|28|7|1|1|10|0|119
1|36.0|9.0|61|2|0|1|13|0|109
13|24.0|0.0|36|7|1|1|10|0|66
120|21.0|0.0|36|7|1|1|10|0|109
46|39.6|23.76|31|6|1|1|16|0|119
52|26.0|9.1|50|9|0|1|8|0|23
3|20.0|0.0|31|7|1|1|1|0|73
36|38.35|9.59|33|2|0|1|9|0|109
49|10.0|0.0|26|7|1|1|10|0|95
104|20.0|0.0|38|7|1|1|1|0|53
264|33.0|0.0|36|7|1|1|1|0|109
86|10.0|0.0|36|7|1|1|10|0|49
9|10.0|0.0|47|7|1|1|10|0|53
139|53.0|0.0|36|7|1|1|1|0|109
13|20.0|0.0|57|7|1|1|1|0|73
96|49.5|29.7|31|6|1|1|16|0|128
13|20.0|0.0|36|7|1|1|10|0|95
34|26.0|9.1|56|9|0|1|8|0|23
16|20.0|0.0|26|7|1|1|1|0|49
35|22.0|7.7|58|9|0|1|8|0|134
4|20.0|0.0|28|7|1|1|0|0|134
40|99.0|24.75|46|2|0|1|9|1|109
66|107.0|0.0|32|7|1|1|1|0|129
10|80.0|0.0|35|7|1|1|10|0|59
18|87.0|30.45|54|9|0|1|25|0|85
17|16.0|4.0|32|2|0|1|9|0|109
4|29.0|0.0|36|7|1|1|10|0|109
385|165.0|107.25|24|11|1|1|7|0|23
7|16.0|0.0|44|7|1|1|10|0|73
6|21.0|0.0|45|7|1|1|0|0|109
64|20.0|0.0|36|7|1|1|1|0|95
1|22.0|7.7|35|9|0|1|8|0|23
20|39.0|0.0|55|7|1|1|1|0|23
10|4.37|1.22|48|13|0|1|22|0|109
11|79.2|47.52|44|6|1|1|16|0|112
22|18.0|6.3|118|9|0|1|8|0|53
24|89.1|53.46|46|6|1|1|16|0|53
11|60.0|0.0|36|7|1|1|10|0|73
63|39.6|23.76|38|6|1|1|16|0|128
90|32.0|0.0|36|7|1|1|10|0|52
9|112.0|0.0|36|7|1|1|1|0|119
38|10.0|0.0|29|7|1|1|10|0|53
225|67.0|0.0|36|7|1|1|1|0|128
367|0.0|48.3|30|2|0|1|4|0|109
381|252.85|63.21|30|2|0|1|4|0|109
25|66.0|0.0|36|7|1|1|1|0|63
8|10.0|0.0|31|7|1|1|10|0|73
30|0.0|11.88|31|6|1|1|16|0|127
26|39.0|0.0|35|7|1|1|1|0|116
11|76.0|0.0|36|7|1|1|1|0|95
5|20.0|0.0|36|7|1|1|1|0|134
141|112.0|0.0|36|7|1|1|1|0|128
16|39.0|9.75|24|2|0|1|9|0|109
170|25.0|0.0|36|7|1|1|10|0|95
7|10.0|0.0|38|7|1|1|10|0|109
276|80.0|0.0|36|7|1|1|10|0|28
15|18.0|6.3|52|9|0|1|8|0|73
29|67.0|23.45|41|9|0|1|25|0|85
67|20.0|0.0|36|7|1|1|1|0|82
14|24.0|0.0|46|7|1|1|1|0|119
86|36.0|0.0|36|7|1|1|10|0|49
11|80.0|0.0|42|7|1|1|10|0|129
21|15.0|0.0|36|7|1|1|10|0|95
9|0.0|41.58|31|6|1|1|16|0|3
18|72.0|18.0|16|2|0|1|9|0|109
52|79.2|47.52|36|6|1|1|16|0|114
20|10.0|0.0|35|7|1|1|10|0|95
16|11.0|0.0|35|7|1|1|10|0|53
8|23.5|5.88|31|2|0|1|9|0|109
11|29.7|17.82|29|6|1|1|16|0|119
7|20.0|0.0|65|7|1|1|1|0|53
14|64.0|0.0|36|7|1|1|1|0|23
77|26.0|9.1|51|9|0|1|8|0|49
188|147.0|51.45|70|9|0|1|25|0|86
59|17.0|0.0|50|7|1|1|10|0|116
146|29.0|0.0|54|7|1|1|10|0|116
6|18.0|4.5|24|2|0|1|9|0|109
73|37.0|12.95|42|9|0|1|8|0|53
55|20.0|0.0|52|7|1|1|1|0|73
3|0.0|17.82|33|6|1|1|16|0|41
34|99.0|59.4|44|6|1|1|16|0|3
62|30.0|10.5|48|9|0|1|8|0|53
79|29.0|9.57|68|4|1|0|12|0|119
18|23.0|0.0|36|7|1|1|10|0|23
23|0.0|17.82|39|6|1|1|16|0|128
45|78.0|0.0|36|7|1|1|1|0|128
62|56.0|0.0|36|7|1|1|1|0|59
19|27.0|0.0|36|7|1|1|10|0|95
17|22.0|7.7|47|9|0|1|8|0|49
186|125.0|43.75|61|9|0|1|25|0|112
41|20.0|0.0|36|7|1|1|1|0|95
22|9.9|5.94|25|6|1|1|16|0|59
48|49.0|0.0|36|7|1|1|1|0|59
11|39.6|23.76|40|6|1|1|16|0|73
21|89.1|53.46|31|6|1|1|16|0|128
14|22.0|7.7|64|9|0|1|8|0|134
18|69.0|0.0|36|7|1|1|10|0|102
16|20.0|0.0|63|7|1|1|1|0|73
40|29.7|17.82|31|6|1|1|16|0|115
20|87.0|30.45|33|9|0|1|25|0|50
12|9.9|5.94|33|6|1|1|16|0|89
26|10.0|0.0|22|7|1|1|10|0|73
4|16.93|5.93|48|1|0|1|2|0|73
5|27.0|0.0|36|7|1|1|0|0|63
10|29.7|17.82|24|6|1|1|16|0|57
25|49.5|29.7|37|6|1|1|16|0|3
11|18.0|4.5|32|2|0|1|9|0|109
90|253.5|63.38|24|2|0|1|17|0|109
60|12.0|0.0|36|7|1|1|10|0|95
23|19.8|11.88|31|6|1|1|16|0|89
20|92.0|0.0|44|7|1|1|1|0|20
13|18.0|6.3|27|9|0|1|8|0|73
30|112.0|0.0|35|7|1|1|0|0|109
5|15.0|0.0|57|7|1|1|10|0|129
5|28.0|10.64|48|10|1|1|25|0|53
18|24.05|6.01|47|2|0|1|17|0|109
9|0.0|35.64|37|6|1|1|16|0|127
37|277.2|166.32|54|6|1|1|16|0|29
21|35.0|12.25|60|9|0|1|8|0|23
14|30.0|0.0|36|7|1|1|1|0|18
13|10.0|0.0|52|7|1|1|10|0|49
38|64.0|0.0|36|7|1|1|1|0|109
13|22.0|7.7|36|9|0|1|8|0|73
84|20.0|0.0|47|7|1|1|1|0|119
14|20.0|0.0|61|7|1|1|1|0|129
27|20.0|0.0|26|7|1|1|1|0|53
5|22.0|7.7|40|9|0|1|8|0|119
25|26.0|9.1|46|9|0|1|8|0|49
19|22.0|0.0|36|7|1|1|10|0|49
14|36.0|12.6|51|9|0|1|8|0|127
72|30.0|10.5|29|14|1|0|23|0|73
27|24.0|0.0|36|7|1|1|1|0|53
27|39.0|0.0|38|7|1|1|1|0|119
120|10.0|0.0|37|7|1|1|10|0|53
62|7.01|1.96|48|13|0|1|22|0|109
35|69.3|41.58|52|6|1|1|16|0|85
12|26.0|0.0|26|7|1|1|0|0|63
67|41.0|0.0|36|7|1|1|10|0|63
41|24.0|0.0|39|7|1|1|10|0|23
9|59.4|35.64|42|6|1|1|16|0|51
201|33.0|0.0|36|7|1|1|10|0|63
47|10.0|0.0|36|7|1|1|10|0|95
23|30.0|0.0|36|7|1|1|0|0|23
7|27.0|0.0|36|7|1|1|1|0|53
13|10.0|0.0|36|7|1|1|10|0|82
5|12.0|0.0|40|7|1|1|10|0|53
9|16.0|0.0|36|7|1|1|10|0|119
90|10.0|0.0|45|7|1|1|10|0|109
21|50.0|20.0|118|8|0|1|25|0|52
48|125.0|43.75|40|9|0|1|25|0|4
9|29.7|17.82|62|6|1|1|16|0|59
60|19.8|11.88|43|6|1|1|16|0|128
19|19.8|11.88|31|6|1|1|16|0|119
55|39.6|23.76|32|6|1|0|16|0|129
51|31.0|0.0|35|7|1|1|10|0|109
117|80.0|0.0|36|7|1|1|10|0|53
6|18.5|4.63|53|2|0|1|17|0|109
9|0.0|0.0|36|7|1|1|10|0|59
41|10.0|0.0|36|7|1|1|10|0|53
22|50.0|20.0|28|12|0|1|25|0|16
60|37.0|0.0|36|7|1|1|10|0|109
94|26.0|9.1|78|9|0|1|8|0|116
9|0.0|17.82|41|6|1|1|16|0|73
4|0.0|0.0|36|7|1|1|10|0|134
10|39.6|23.76|34|6|1|1|16|0|57
87|49.5|29.7|57|6|1|1|16|0|3
61|28.0|10.64|48|10|1|1|25|0|53
11|24.0|0.0|36|7|1|1|10|0|109
24|10.53|2.95|48|13|0|1|22|0|109
8|16.0|4.0|47|2|0|1|9|0|109
35|18.0|6.3|56|9|0|1|8|0|73
80|20.0|0.0|36|7|1|1|1|0|134
34|57.24|20.03|48|1|0|1|2|0|127
20|22.0|7.7|45|9|0|1|8|0|119
64|27.0|0.0|36|7|1|1|10|0|128
99|33.0|12.54|48|10|1|1|25|0|53
30|18.0|0.0|36|7|1|1|10|0|49
366|264.0|171.6|52|11|1|1|6|0|23
38|15.0|6.0|28|12|0|1|25|0|16
27|48.0|0.0|44|7|1|1|1|0|52
5|36.0|0.0|33|7|1|1|1|0|134
33|14.0|0.0|36|7|1|1|10|0|109
66|10.0|0.0|26|7|1|1|10|0|119
59|56.0|0.0|36|7|1|1|1|0|63
9|35.25|8.81|57|2|0|1|9|0|109
9|29.7|17.82|24|6|1|1|16|0|100
89|10.0|0.0|30|7|1|1|10|0|119
13|21.0|0.0|49|7|1|1|1|0|119
21|10.0|0.0|36|7|1|1|10|0|3
24|47.0|0.0|73|7|1|1|10|0|129
178|17.0|0.0|36|7|1|1|10|0|53
78|32.9|8.22|33|2|0|1|9|0|109
7|23.0|0.0|36|7|1|1|1|0|18
14|35.0|0.0|36|7|1|1|10|0|63
33|10.0|0.0|36|7|1|1|10|0|73
172|324.5|81.13|27|2|0|1|17|0|109
8|0.0|17.82|31|6|1|1|16|0|73
9|27.0|6.75|18|2|0|1|9|0|109
6|32.0|20.8|28|11|1|1|18|0|119
94|21.0|0.0|36|7|1|1|10|0|63
75|20.0|0.0|36|7|1|1|1|0|53
34|26.0|9.1|76|9|0|1|8|0|23
40|18.0|6.3|55|9|0|1|8|0|119
168|11.0|0.0|36|7|1|1|10|0|52
13|47.0|11.75|28|2|0|1|9|0|109
39|22.5|5.63|30|2|0|1|17|1|109
9|22.0|7.7|50|9|0|1|8|0|134
63|55.0|0.0|36|7|1|1|1|0|95
111|41.0|0.0|36|7|1|1|1|0|3
5|15.0|6.0|41|12|0|1|25|0|49
142|29.0|9.57|66|5|1|0|12|0|73
21|69.0|0.0|36|7|1|1|1|0|23
4|19.0|0.0|54|7|1|1|10|0|23
36|39.0|0.0|36|7|1|1|10|0|63
60|20.0|0.0|36|7|1|1|0|0|109
17|29.7|17.82|36|6|1|1|16|0|119
31|33.5|8.38|30|2|0|1|9|0|109
4|23.4|5.85|39|2|0|1|9|0|109
20|34.0|0.0|36|7|1|1|1|0|63
47|10.0|0.0|36|7|1|1|10|0|53
68|29.7|17.82|31|6|1|1|16|0|119
95|20.0|0.0|36|7|1|1|1|1|23
7|9.9|5.94|57|6|1|1|16|0|129
37|69.0|17.25|62|2|0|1|13|0|109
9|45.0|0.0|36|7|1|1|1|0|49
21|49.5|29.7|31|6|1|1|16|0|73
7|39.0|0.0|36|7|1|1|1|0|23
5|20.0|0.0|28|7|1|1|1|0|119
41|84.0|0.0|36|7|1|1|1|0|109
372|216.0|54.0|33|2|0|1|4|1|109
7|12.0|0.0|38|7|1|1|10|0|95
17|82.55|20.64|29|2|0|1|17|0|109
4|20.0|0.0|35|7|1|1|1|0|73
11|35.0|0.0|36|7|1|1|1|0|119
368|216.0|54.0|25|2|0|1|4|1|109
38|99.0|59.4|31|6|1|1|16|0|128
5|19.8|11.88|44|6|1|1|16|0|20
19|45.0|15.75|60|9|0|1|25|0|23
24|58.0|20.3|23|9|0|1|25|0|63
51|33.0|0.0|35|7|1|1|10|0|59
47|24.0|0.0|36|7|1|1|1|0|52
40|0.96|0.27|48|13|0|1|22|0|109
23|18.0|6.3|45|9|0|1|8|0|53
4|39.6|23.76|39|6|1|1|16|0|73
21|18.0|0.0|36|7|1|1|10|0|119
10|35.0|12.25|33|9|0|1|8|0|52
371|204.6|132.99|40|11|1|1|5|0|23
11|12.0|0.0|36|7|1|1|10|0|73
6|22.5|5.63|35|2|0|1|17|0|109
2|22.0|7.7|118|9|0|1|8|0|95
18|26.0|9.1|43|9|0|1|8|0|49
27|89.1|53.46|49|6|1|1|16|0|113
3|28.0|0.0|36|7|1|1|1|0|73
47|80.0|0.0|36|7|1|1|10|0|128
63|36.0|0.0|36|7|1|1|1|0|109
379|216.0|54.0|33|2|0|1|4|0|109
9|25.0|0.0|44|7|1|1|1|0|119
22|14.35|4.02|48|13|0|1|22|0|109
72|22.0|0.0|39|7|1|1|1|0|73
88|61.0|21.35|40|9|0|1|8|1|85
21|26.0|9.1|51|9|0|1|8|0|49
234|10.0|0.0|36|7|1|1|10|0|95
10|10.0|0.0|26|7|1|1|10|0|119
25|80.0|0.0|36|7|1|1|10|0|65
15|10.0|0.0|36|7|1|1|10|0|73
364|399.6|99.9|65|2|0|1|3|0|109
2|92.0|0.0|37|7|1|1|0|0|63
41|29.7|17.82|39|6|1|1|16|0|73
8|30.0|0.0|36|7|1|1|1|0|109
22|47.0|0.0|35|7|1|1|1|0|82
7|26.0|9.1|59|9|0|1|25|0|73
25|10.0|0.0|36|7|1|1|10|0|3
30|16.0|0.0|36|7|1|1|10|0|134
26|80.0|0.0|45|7|1|1|10|0|20
7|0.58|0.16|48|13|0|1|22|0|109
7|19.2|4.8|26|2|0|1|9|1|109
20|18.0|6.3|35|9|0|1|8|0|95
15|42.0|10.5|26|2|0|1|17|1|109
5|18.0|6.3|30|9|0|1|8|0|82
24|30.0|10.5|43|14|1|0|23|0|73
55|10.0|0.0|27|7|1|1|10|0|73
233|75.0|0.0|36|7|1|1|1|0|59
18|111.0|42.18|48|10|1|1|15|0|85
191|22.0|0.0|29|7|1|1|10|0|94
7|30.0|0.0|36|7|1|1|10|0|95
12|41.0|0.0|36|7|1|1|1|0|127
51|30.0|10.5|40|9|0|1|8|0|53
3|80.0|0.0|36|7|1|1|10|0|63
364|193.2|48.3|34|2|0|1|4|0|109
10|17.0|0.0|36|7|1|1|10|0|53
68|39.0|9.75|36|2|0|1|9|0|109
97|37.0|12.95|27|9|0|1|8|0|95
4|0.77|0.22|48|13|0|1|22|0|109
6|40.0|14.0|118|1|0|1|25|0|23
97|20.0|0.0|36|7|1|1|10|0|95
5|39.6|23.76|34|6|1|1|16|0|73
176|13.0|0.0|36|7|1|1|10|0|95
77|34.0|0.0|36|7|1|1|1|0|116
81|90.0|0.0|36|7|1|1|1|0|41
16|31.0|0.0|36|7|1|1|0|0|109
10|13.0|0.0|34|7|1|1|10|0|59
14|18.0|6.3|42|9|0|1|8|0|119
4|10.0|0.0|36|7|1|1|10|0|57
367|239.5|59.88|32|2|0|1|3|0|109
102|20.0|0.0|36|7|1|1|1|0|52
31|56.5|14.13|25|2|0|1|9|0|109
21|47.5|11.88|42|2|0|1|17|0|109
5|39.6|23.76|31|6|1|1|16|0|3
22|17.0|0.0|36|7|1|1|10|0|119
59|20.0|0.0|66|7|1|1|0|0|119
31|89.1|53.46|31|6|1|1|16|0|3
8|37.0|0.0|36|7|1|1|1|0|116
22|22.0|7.7|48|9|0|1|8|0|82
26|103.0|0.0|36|7|1|1|1|0|134
41|33.5|8.38|26|2|0|1|9|0|109
155|47.0|16.45|37|9|0|1|8|0|95
23|22.0|7.7|58|9|0|1|8|0|119
6|18.0|0.0|36|7|1|1|10|0|23
145|65.0|0.0|36|7|1|1|10|0|38
16|15.0|6.0|50|12|0|1|25|0|16
3|29.0|0.0|36|7|1|1|0|0|23
4|10.0|0.0|27|7|1|1|10|0|53
9|22.0|7.7|36|9|0|1|8|0|23
6|16.0|4.0|60|2|0|1|9|0|109
60|6.12|1.72|48|13|0|1|22|0|109
25|39.6|23.76|46|6|1|1|16|0|73
13|0.0|11.88|62|6|1|1|16|0|73
8|69.3|41.58|31|6|1|1|16|0|28
40|11.0|0.0|36|7|1|1|10|0|95
26|41.0|0.0|36|7|1|1|0|0|116
6|17.0|0.0|35|7|1|1|10|0|109
10|26.0|9.1|37|9|0|1|8|0|23
365|97.0|0.0|32|15|1|0|14|0|109
164|0.0|11.88|31|6|1|1|16|0|59
5|32.0|0.0|36|7|1|1|1|0|23
35|10.0|0.0|23|7|1|1|10|0|73
9|47.0|0.0|36|7|1|1|1|0|119
69|41.0|0.0|36|7|1|1|1|0|52
53|22.0|7.7|47|9|0|1|8|0|119
38|30.0|10.5|7|14|1|0|23|0|73
6|11.0|0.0|36|7|1|1|10|0|109
11|87.0|30.45|49|9|0|1|25|0|41
3|16.0|4.0|27|2|0|1|9|0|109
13|26.0|9.1|51|9|0|1|8|0|23
9|31.0|0.0|36|7|1|1|10|0|109
39|80.0|0.0|36|7|1|1|10|0|59
25|30.0|10.5|65|14|1|0|23|0|119
14|71.0|0.0|36|7|1|1|10|0|86
80|60.0|15.0|25|2|0|1|9|0|109
39|22.0|7.7|56|9|0|1|8|0|73
28|40.5|10.13|33|2|0|1|9|0|109
371|216.0|54.0|46|2|0|1|4|0|109
102|20.0|0.0|36|7|1|1|1|0|109
112|17.0|0.0|36|7|1|1|10|0|23
5|10.0|0.0|37|7|1|1|10|0|73
49|40.0|0.0|36|7|1|1|10|0|59
22|28.0|0.0|36|7|1|1|1|0|53
5|21.0|5.25|62|2|0|1|9|0|109
10|10.0|0.0|57|7|1|1|10|0|119
369|86.0|0.0|47|15|1|0|21|0|109
364|323.4|210.21|39|11|1|1|6|0|129
49|59.4|35.64|44|6|1|1|16|0|119
20|20.0|0.0|55|7|1|1|1|0|119
397|252.85|63.21|24|2|0|1|4|0|109
2|20.0|0.0|36|7|1|1|10|0|3
16|28.5|7.13|33|2|0|1|9|0|109
9|79.2|47.52|45|6|1|1|16|0|57
91|11.0|0.0|39|7|1|1|10|0|59
39|20.0|0.0|42|7|1|1|1|0|119
31|14.0|0.0|36|7|1|1|10|0|73
14|49.5|29.7|72|6|1|1|16|0|128
50|52.0|18.2|33|9|0|1|8|0|53
6|18.0|6.3|44|9|0|1|8|0|119
25|33.0|11.55|55|9|0|1|25|0|134
3|22.0|7.7|45|9|0|1|8|0|49
3|10.0|0.0|37|7|1|1|10|0|73
16|112.0|0.0|28|7|1|1|1|0|129
10|11.0|0.0|36|7|1|1|10|0|53
142|66.0|0.0|33|7|1|1|10|0|129
5|4.42|1.24|48|13|0|1|22|0|109
5|13.5|3.38|37|2|0|1|9|0|109
25|17.0|0.0|36|7|1|1|10|0|95
34|10.0|0.0|33|7|1|1|10|0|119
78|3.47|0.97|48|13|0|1|22|0|109
15|20.0|0.0|55|7|1|1|1|0|73
105|25.0|0.0|36|7|1|1|1|0|116
62|10.0|0.0|32|7|1|1|10|0|109
22|81.5|20.38|38|2|0|1|17|0|109
283|70.0|0.0|36|7|1|1|1|0|23
12|17.0|4.25|22|2|0|1|9|0|109
224|69.3|41.58|31|6|1|1|16|0|3
17|33.0|0.0|35|7|1|1|10|0|49
9|22.0|0.0|36|7|1|1|1|0|3
103|44.0|0.0|36|7|1|1|10|0|80
6|20.0|0.0|30|7|1|1|1|0|73
8|69.3|41.58|61|6|1|1|16|0|3
67|42.0|0.0|36|7|1|1|10|0|128
42|17.0|0.0|25|7|1|1|10|0|129
4|18.0|6.3|48|9|0|1|8|0|73
54|47.5|11.88|40|2|0|1|17|0|109
5|23.0|0.0|36|7|1|1|0|0|23
24|29.7|17.82|33|6|1|1|16|0|3
7|23.4|5.85|30|2|0|1|9|0|109
76|62.0|0.0|36|7|1|1|1|0|63
2|19.8|11.88|46|6|1|1|16|0|109
46|29.7|17.82|39|6|1|1|16|0|119
12|27.0|0.0|48|7|1|1|1|0|73
95|507.0|126.75|74|2|0|1|17|0|109
5|11.0|0.0|36|7|1|1|10|0|82
6|26.0|9.1|27|9|0|1|8|0|49
20|41.0|0.0|36|7|1|1|1|0|23
4|28.0|0.0|36|7|1|1|1|0|52
14|10.0|0.0|25|7|1|1|10|0|119
9|0.0|0.0|36|7|1|1|1|0|109
50|39.6|23.76|31|6|1|1|16|0|129
7|33.0|0.0|36|7|1|1|0|0|109
5|28.0|0.0|36|7|1|1|1|0|82
30|0.0|4.8|59|2|0|1|9|0|109
28|89.1|53.46|48|6|1|1|16|0|119
45|25.0|0.0|36|7|1|1|10|0|59
45|13.0|0.0|37|7|1|1|10|0|59
39|14.0|0.0|34|7|1|1|10|0|73
364|97.0|0.0|53|15|1|0|14|0|109
2|15.0|0.0|36|7|1|1|10|0|109
26|24.0|0.0|36|7|1|1|10|0|119
112|117.75|29.44|27|2|0|1|17|0|109
26|27.0|0.0|37|7|1|1|0|0|3
22|35.0|12.25|55|9|0|1|8|0|116
106|52.0|0.0|43|7|1|1|10|0|129
19|19.0|0.0|51|7|1|1|10|0|119
1|34.0|0.0|36|7|1|1|0|0|59
6|21.0|5.25|23|2|0|1|9|0|109
25|87.0|30.45|73|9|0|1|25|0|85
132|20.0|0.0|36|7|1|1|1|0|82
28|27.0|0.0|35|7|1|1|10|0|23
375|216.0|54.0|35|2|0|1|4|0|109
5|37.0|0.0|35|7|1|1|10|0|119
43|112.5|28.13|28|2|0|1|17|0|109
23|30.0|0.0|36|7|1|1|1|0|18
13|26.5|6.63|49|2|0|1|9|0|109
4|15.0|6.0|46|12|0|1|25|0|16
9|23.0|9.2|44|12|0|1|25|0|16
34|33.0|12.54|48|10|1|1|25|0|53
5|49.0|12.25|35|2|0|1|17|0|109
46|28.0|0.0|36|7|1|1|1|0|119
82|69.0|0.0|36|7|1|1|10|0|115
27|69.3|41.58|31|6|1|1|16|0|3
3|15.0|6.0|43|12|0|1|25|0|16
95|11.0|0.0|36|7|1|1|10|0|112
390|216.0|54.0|60|2|0|1|4|0|109
75|89.1|53.46|31|6|1|1|16|0|3
10|19.0|0.0|34|7|1|1|10|0|129
56|118.8|71.28|31|6|1|1|16|0|128
22|30.0|0.0|29|7|1|1|1|0|129
10|29.0|9.57|24|4|1|0|12|0|73
92|84.0|0.0|36|7|1|1|1|0|91
3|15.0|6.0|28|12|0|1|25|0|16
28|80.0|0.0|36|7|1|1|10|0|115
366|432.9|108.22|28|2|0|1|3|0|109
1|11.0|0.0|41|7|1|1|10|0|109
31|67.0|16.75|21|2|0|1|17|0|109
25|79.2|47.52|53|6|1|1|16|0|3
13|99.0|59.4|46|6|1|1|16|0|63
57|29.7|17.82|31|6|1|1|16|0|3
79|32.0|0.0|35|7|1|1|0|0|109
124|25.0|0.0|36|7|1|1|1|0|63
34|43.0|0.0|36|7|1|1|10|0|86
5|16.0|0.0|36|7|1|1|10|0|73
64|10.0|0.0|36|7|1|1|10|0|109
3|26.5|17.23|48|11|1|1|19|0|53
330|22.0|0.0|22|7|1|1|10|0|94
3|20.0|0.0|35|7|1|1|1|0|73
31|77.0|0.0|29|7|1|1|1|0|20
5|49.5|29.7|33|6|1|1|16|0|119
60|83.0|20.75|26|2|0|1|17|0|109
59|25.0|0.0|21|7|1|1|0|0|59
87|0.0|17.82|39|6|1|1|16|0|73
50|20.0|0.0|36|7|1|1|1|0|53
55|10.0|0.0|28|7|1|1|10|0|53
146|26.0|0.0|36|7|1|1|1|0|95
41|13.5|3.38|54|2|0|1|9|0|109
5|18.0|6.3|56|9|0|1|8|0|73
8|0.0|0.0|36|7|1|1|10|0|95
17|80.25|20.06|25|2|0|1|9|0|109
50|15.0|6.0|44|12|0|1|25|0|16
35|29.7|17.82|36|6|1|1|16|0|3
8|20.0|0.0|54|7|1|1|1|0|119
37|23.0|0.0|36|7|1|1|1|0|53
79|10.0|0.0|24|7|1|1|10|0|63
3|29.0|0.0|26|7|1|1|10|0|52
25|112.0|0.0|35|7|1|1|1|0|109
12|23.0|5.75|27|2|0|1|9|1|109
7|31.0|0.0|46|7|1|1|1|0|119
10|0.0|6.3|46|9|0|1|8|0|134
15|39.6|23.76|64|6|1|1|16|0|129
41|30.0|0.0|36|7|1|1|1|0|49
1|10.0|0.0|36|7|1|1|10|0|44
35|33.0|0.0|36|7|1|1|1|0|106
158|16.0|4.0|29|2|0|1|9|0|109
37|24.5|6.13|76|2|0|1|17|0|109
19|26.0|0.0|36|7|1|1|1|0|59
84|20.0|0.0|36|7|1|1|1|0|53
13|20.0|0.0|28|7|1|1|1|0|73
13|10.0|0.0|32|7|1|1|10|0|49
84|30.0|10.5|64|14|1|0|23|0|73
7|31.0|0.0|36|7|1|1|1|0|3
29|69.3|41.58|23|6|1|1|16|0|129
368|252.85|63.21|30|2|0|1|4|0|109
52|237.6|142.56|56|6|1|1|16|0|4
35|16.0|0.0|36|7|1|1|10|0|63
56|13.0|0.0|36|7|1|1|10|0|115
10|99.0|59.4|47|6|1|1|16|0|29
6|20.0|0.0|36|7|1|1|1|0|41
4|36.0|0.0|35|7|1|1|1|0|73
4|25.0|0.0|36|7|1|1|10|0|23
34|20.25|5.06|41|2|0|1|9|0|109
26|34.0|0.0|36|7|1|1|1|0|52
57|10.0|0.0|28|7|1|1|10|0|52
397|291.75|72.94|35|2|0|1|4|1|109
134|106.0|0.0|36|7|1|1|10|0|128
23|14.0|0.0|36|7|1|1|10|0|95
13|51.0|0.0|44|7|1|1|1|0|109
12|20.0|0.0|36|7|1|1|10|0|23
5|56.0|0.0|36|7|1|1|1|0|73
9|46.4|30.16|35|11|1|1|18|0|23
11|79.2|47.52|63|6|1|1|16|0|115
8|30.0|0.0|36|7|1|1|1|0|49
56|207.9|51.98|44|2|0|1|17|0|109
43|117.0|46.8|118|8|0|1|25|0|52
4|19.8|11.88|36|6|1|1|16|0|73
16|20.25|5.06|46|2|0|1|9|0|109
11|40.0|10.0|33|2|0|1|9|0|109
8|20.0|5.0|29|2|0|1|9|0|109
8|39.75|25.84|45|11|1|1|18|0|95
16|25.0|0.0|38|7|1|1|1|0|109
35|10.0|0.0|25|7|1|1|10|0|134
36|109.0|38.15|32|9|0|1|25|0|85
1|39.0|0.0|36|7|1|1|0|0|73
9|18.0|6.3|35|9|0|1|8|0|95
5|15.0|6.0|45|12|0|1|25|0|16
79|21.0|0.0|36|7|1|1|1|0|95
14|89.1|53.46|40|6|1|1|16|0|56
3|15.0|6.0|69|12|0|1|25|0|16
18|18.0|0.0|66|7|1|1|10|0|119
23|0.0|23.76|56|6|1|1|16|0|89
12|22.0|0.0|36|7|1|1|1|0|103
9|26.0|9.1|49|9|0|1|8|0|23
12|109.0|38.15|51|9|0|1|25|0|128
43|15.0|6.0|46|12|0|1|25|0|16
15|13.0|0.0|36|7|1|1|10|0|119
55|27.0|0.0|36|7|1|1|10|0|52
13|26.5|17.23|40|11|1|1|20|0|49
7|30.0|10.5|51|9|0|1|8|0|73
28|18.0|6.3|57|9|0|1|8|0|119
25|49.5|29.7|31|6|1|1|16|0|3
30|22.0|0.0|40|7|1|1|10|0|73
45|49.5|29.7|41|6|1|1|16|0|128
65|66.0|0.0|36|7|1|1|1|0|115
11|18.5|4.63|27|2|0|1|17|0|109
27|56.5|14.13|24|2|0|1|9|0|109
6|29.7|17.82|42|6|1|1|16|0|116
113|26.0|0.0|42|7|1|1|1|0|53
7|16.0|4.0|34|2|0|1|9|0|109
2|20.0|0.0|34|7|1|1|0|0|109
27|26.0|9.1|34|9|0|1|8|0|23
6|15.0|0.0|36|7|1|1|10|0|109
23|10.0|0.0|36|7|1|1|10|0|116
3|20.0|0.0|38|7|1|1|1|0|73
15|19.8|11.88|38|6|1|1|16|0|3
18|26.0|9.1|31|9|0|1|8|0|23
5|33.0|11.55|46|9|0|1|25|0|119
31|22.0|0.0|36|7|1|1|1|0|95
8|21.0|0.0|36|7|1|1|10|0|52
30|17.0|0.0|42|7|1|1|10|0|119
57|24.0|0.0|36|7|1|1|1|0|18
131|58.0|0.0|30|7|1|1|1|0|129
79|48.0|0.0|36|7|1|1|1|0|63
19|31.0|0.0|36|7|1|1|10|0|18
57|37.0|0.0|36|7|1|1|1|0|127
205|70.85|17.71|41|2|0|1|17|0|109
48|41.0|0.0|36|7|1|1|1|0|23
